# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 24 12:47:55 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassprov like '%mass%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TRAPPIST-1 d,TRAPPIST-1,1,1,7,Transit,2016,La Silla Observatory,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,4.04921900,0.00002600,-0.00002600,0,0.022270,0.000190,-0.000190,0,0.788,0.011,-0.010,0,0.070,0.001,-0.001,0,0.38800,0.01200,-0.01200,0,0.00122,0.00004,-0.00004,0,Mass,,,,,1.11,0.04,-0.04,0,,,,,1,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,,,,5.24,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2022-11-14,2021-02,2022-11-14
TRAPPIST-1 d,TRAPPIST-1,0,1,7,Transit,2016,La Silla Observatory,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,0.022280,0.000000,0.000000,0,0.784,0.023,-0.023,0,0.070,0.002,-0.002,0,0.29700,0.03900,-0.03500,0,0.00093,0.00012,-0.00011,0,Mass,0.008370,0.000930,-0.000930,0,,,,,,,,,1,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2020-12-10,2018-05,2020-12-17
TRAPPIST-1 e,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,6.10101300,0.00003500,-0.00003500,0,0.029250,0.002500,-0.002500,0,0.920,0.013,-0.012,0,0.082,0.001,-0.001,0,0.69200,0.02200,-0.02200,0,0.00218,0.00007,-0.00007,0,Mass,,,,,0.65,0.03,-0.03,0,,,,,1,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,,,,5.24,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2022-11-14,2021-02,2022-11-14
TRAPPIST-1 e,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,0.029283,0.000000,0.000000,0,0.910,0.026,-0.027,0,0.081,0.002,-0.002,0,0.77200,0.07900,-0.07500,0,0.00243,0.00025,-0.00024,0,Mass,0.005100,0.000580,-0.000580,0,,,,,,,,,1,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2020-12-10,2018-05,2020-12-17
TRAPPIST-1 e,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,6.09961500,0.00001100,-0.00001100,0,0.028170,0.000830,-0.000870,0,0.918,0.039,-0.039,0,0.082,0.003,-0.003,0,0.62000,0.58000,-0.58000,0,0.00195,0.00182,-0.00182,0,Mass,0.085000,,,1,0.66,0.05,-0.05,0,251,5,-5,0,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,50.00,-50.00,0,0.12,0.00,0.00,0,0.08,0.01,-0.01,0,0.040,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 f,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,0.038534,0.000000,0.000000,0,1.046,0.029,-0.030,0,0.093,0.003,-0.003,0,0.93400,0.08000,-0.07800,0,0.00294,0.00025,-0.00025,0,Mass,0.010070,0.000680,-0.000680,0,,,,,,,,,1,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2020-12-10,2018-05,2020-12-17
TRAPPIST-1 f,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,9.20754000,0.00003200,-0.00003200,0,0.038490,0.000330,-0.000330,0,1.045,0.013,-0.012,0,0.093,0.001,-0.001,0,1.03900,0.03100,-0.03100,0,0.00327,0.00010,-0.00010,0,Mass,,,,,0.37,0.01,-0.01,0,,,,,1,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,,,,5.24,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2022-11-14,2021-02,2022-11-14
TRAPPIST-1 f,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,9.20669000,0.00001500,-0.00001500,0,0.037100,0.001100,-0.001100,0,1.045,0.038,-0.038,0,0.093,0.003,-0.003,0,0.68000,0.18000,-0.18000,0,0.00214,0.00057,-0.00057,0,Mass,0.063000,,,1,0.38,0.03,-0.03,0,219,4,-4,0,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,50.00,-50.00,0,0.12,0.00,0.00,0,0.08,0.01,-0.01,0,0.040,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 g,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,0.046877,0.000000,0.000000,0,1.148,0.032,-0.033,0,0.102,0.003,-0.003,0,1.14800,0.09800,-0.09500,0,0.00361,0.00031,-0.00030,0,Mass,0.002080,0.000580,-0.000580,0,,,,,,,,,1,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2020-12-10,2018-05,2020-12-17
TRAPPIST-1 g,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,12.35244600,0.00005400,-0.00005400,0,0.046830,0.000400,-0.000400,0,1.129,0.015,-0.013,0,0.101,0.001,-0.001,0,1.32100,0.03800,-0.03800,0,0.00416,0.00012,-0.00012,0,Mass,,,,,0.25,0.01,-0.01,0,,,,,1,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,,,,5.24,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2022-11-14,2021-02,2022-11-14
TRAPPIST-1 g,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,12.35294000,0.00012000,-0.00012000,0,0.045100,0.001400,-0.001400,0,1.127,0.041,-0.041,0,0.101,0.004,-0.004,0,1.34000,0.88000,-0.88000,0,0.00422,0.00277,-0.00277,0,Mass,0.061000,,,1,0.26,0.02,-0.02,0,199,4,-4,0,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,50.00,-50.00,0,0.12,0.00,0.00,0,0.08,0.01,-0.01,0,0.040,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 h,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,18.77286600,0.00021400,-0.00021400,0,0.061890,0.000530,-0.000530,0,0.755,0.014,-0.014,0,0.067,0.001,-0.001,0,0.32600,0.02000,-0.02000,0,0.00103,0.00006,-0.00006,0,Mass,,,,,0.14,0.01,-0.01,0,,,,,1,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,,,,5.24,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2022-11-14,2021-02,2022-11-14
TRAPPIST-1 h,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,0.061935,0.000001,-0.000001,0,0.773,0.026,-0.027,0,0.069,0.002,-0.002,0,0.33100,0.05600,-0.04900,0,0.00104,0.00018,-0.00015,0,Mass,0.005670,0.001210,-0.001210,0,,,,,,,,,1,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.0200000,0.2000000,-0.2000000,10.2960000,0.0230000,-0.0230000,15.6451000,0.0014480,-0.0014480,2020-12-10,2018-05,2020-12-17
TYC 8998-760-1 b,TYC 8998-760-1,1,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,,,,,162.000000,,,0,,,,,,,,,4449.62000,953.49000,-953.49000,0,14.00000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,K3 IV,4573.00,10.00,-10.00,0,,,,,1.00,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2020-03-26,2020-02,2020-04-02
TYC 8998-760-1 b,TYC 8998-760-1,0,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,6928.65927,953.48522,-953.48522,0,21.80000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2022-12-17,2022-12,2022-12-17
TYC 8998-760-1 c,TYC 8998-760-1,1,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,,,,320.000000,,,0,12.330,6.725,-3.363,0,1.100,0.600,-0.300,0,1906.98000,317.83000,-317.83000,0,6.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1240,160,-170,0,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,,,,,,,,,1.00,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2020-07-17,2020-07,2020-07-23
TYC 8998-760-1 c,TYC 8998-760-1,0,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,2288.36453,222.47988,-222.47988,0,7.20000,0.70000,-0.70000,0,Mass,,,,,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2022-12-17,2022-12,2022-12-17
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,3.03006500,0.00000800,-0.00000800,0,0.039300,0.001100,-0.001100,0,12.110,2.020,-0.450,0,1.080,0.180,-0.040,0,238.36000,22.25000,-22.25000,0,0.75000,0.07000,-0.07000,0,Mass,,,,,,,,,,,,,0,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,K0 V,5250.00,200.00,-200.00,0,0.85,0.10,-0.05,0,0.88,0.07,-0.07,0,,,,,,4.50,0.50,-0.50,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,0.7360000,-0.7300000,11.4240000,0.0190000,-0.0190000,9.8190000,0.0190000,-0.0190000,11.5565000,0.0002900,-0.0002900,2018-04-25,2004-10,2014-10-15
